Id,Time[ns],1:UART: RX/TX
9151,11754008840.00,[0D]
9152,11754019680.00,[0A]
9153,11822810240.00,[0D]
9154,11822821080.00,[0A]
9155,11822831920.00,+
9156,11822842760.00,M
9157,11822853640.00,I
9158,11822864480.00,P
9159,11822875320.00,U
9160,11822886160.00,R
9161,11822897000.00,C
9162,11822907840.00,:
9163,11822918720.00,[20]
9164,11822929560.00,"
9165,11822940400.00,r
9166,11822951240.00,t
9167,11822962080.00,c
9168,11822972960.00,p
9169,11822983800.00,"
9170,11822994640.00,,
9171,11823005480.00,0
9172,11823016320.00,,
9173,11823027200.00,1
9174,11823038040.00,7
9175,11823048880.00,2
9176,11823059720.00,,
9177,11823070600.00,8
9178,11823081440.00,2
9179,11823092280.00,7
9180,11823103120.00,E
9181,11823113960.00,0
9182,11823124840.00,0
9183,11823135680.00,A
9184,11823146520.00,8
9185,11823157360.00,0
9186,11823168200.00,0
9187,11823179040.00,0
9188,11823189920.00,0
9189,11823200760.00,0
9190,11823211600.00,0
9191,11823222440.00,A
9192,11823233280.00,4
9193,11823244160.00,6
9194,11823255000.00,B
9195,11823265840.00,8
9196,11823276680.00,3
9197,11823287560.00,3
9198,11823298400.00,6
9199,11823309240.00,3
9200,11823320080.00,6
9201,11823330920.00,B
9202,11823341800.00,6
9203,11823352640.00,D
9204,11823363480.00,4
9205,11823374320.00,E
9206,11823385160.00,F
9207,11823396000.00,8
9208,11823406880.00,C
9209,11823417720.00,8
9210,11823428560.00,D
9211,11823439400.00,8
9212,11823450240.00,2
9213,11823461120.00,2
9214,11823471960.00,0
9215,11823482800.00,D
9216,11823493640.00,5
9217,11823504520.00,D
9218,11823515360.00,0
9219,11823526200.00,7
9220,11823537040.00,4
9221,11823547880.00,9
9222,11823558760.00,4
9223,11823569600.00,A
9224,11823580440.00,D
9225,11823591280.00,7
9226,11823602120.00,C
9227,11823613000.00,C
9228,11823623840.00,F
9229,11823634680.00,4
9230,11823645520.00,7
9231,11823656360.00,F
9232,11823667200.00,1
9233,11823678080.00,7
9234,11823688920.00,E
9235,11823699760.00,0
9236,11823710600.00,9
9237,11823721480.00,A
9238,11823732320.00,4
9239,11823743160.00,7
9240,11823754000.00,E
9241,11823764840.00,8
9242,11823775720.00,2
9243,11823786560.00,D
9244,11823797400.00,A
9245,11823808240.00,2
9246,11823819080.00,B
9247,11823829960.00,B
9248,11823840800.00,5
9249,11823851640.00,5
9250,11823862480.00,D
9251,11823873320.00,6
9252,11823884160.00,1
9253,11823895040.00,5
9254,11823905880.00,6
9255,11823916720.00,A
9256,11823927560.00,6
9257,11823938440.00,9
9258,11823949280.00,6
9259,11823960120.00,C
9260,11823970960.00,0
9261,11823981800.00,F
9262,11823992680.00,3
9263,11824003520.00,A
9264,11824014360.00,B
9265,11824025200.00,0
9266,11824036040.00,D
9267,11824046920.00,2
9268,11824057760.00,C
9269,11824068600.00,5
9270,11824079440.00,6
9271,11824090280.00,6
9272,11824101120.00,F
9273,11824112000.00,5
9274,11824122840.00,6
9275,11824133680.00,2
9276,11824144520.00,9
9277,11824155400.00,6
9278,11824166240.00,8
9279,11824177080.00,9
9280,11824187920.00,6
9281,11824198760.00,7
9282,11824209640.00,9
9283,11824220480.00,6
9284,11824231320.00,7
9285,11824242160.00,2
9286,11824253000.00,E
9287,11824263880.00,F
9288,11824274720.00,0
9289,11824285560.00,5
9290,11824296400.00,8
9291,11824307240.00,3
9292,11824318080.00,E
9293,11824328960.00,2
9294,11824339800.00,F
9295,11824350640.00,B
9296,11824361480.00,A
9297,11824372360.00,6
9298,11824383200.00,9
9299,11824394040.00,E
9300,11824404880.00,2
9301,11824415720.00,8
9302,11824426600.00,F
9303,11824437440.00,3
9304,11824448280.00,C
9305,11824459120.00,A
9306,11824469960.00,7
9307,11824480840.00,5
9308,11824491680.00,7
9309,11824502520.00,B
9310,11824513360.00,6
9311,11824524200.00,E
9312,11824535040.00,B
9313,11824545920.00,1
9314,11824556760.00,8
9315,11824567600.00,7
9316,11824578440.00,C
9317,11824589320.00,7
9318,11824600160.00,B
9319,11824611000.00,8
9320,11824621840.00,7
9321,11824632680.00,0
9322,11824643560.00,0
9323,11824654400.00,0
9324,11824665240.00,0
9325,11824676080.00,1
9326,11824686920.00,A
9327,11824697800.00,1
9328,11824708640.00,D
9329,11824719480.00,C
9330,11824730320.00,C
9331,11824741160.00,5
9332,11824752000.00,E
9333,11824762880.00,4
9334,11824773720.00,6
9335,11824784560.00,C
9336,11824795400.00,3
9337,11824806280.00,B
9338,11824817120.00,F
9339,11824827960.00,5
9340,11824838800.00,2
9341,11824849640.00,5
9342,11824860520.00,5
9343,11824871360.00,A
9344,11824882200.00,B
9345,11824893040.00,B
9346,11824903880.00,B
9347,11824914760.00,6
9348,11824925600.00,4
9349,11824936440.00,3
9350,11824947280.00,B
9351,11824958120.00,A
9352,11824969000.00,2
9353,11824979840.00,8
9354,11824990680.00,5
9355,11825001520.00,5
9356,11825012360.00,3
9357,11825023240.00,E
9358,11825034080.00,4
9359,11825044920.00,1
9360,11825055760.00,7
9361,11825066600.00,8
9362,11825077480.00,3
9363,11825088320.00,E
9364,11825099160.00,D
9365,11825110000.00,7
9366,11825120840.00,E
9367,11825131720.00,C
9368,11825142560.00,6
9369,11825153400.00,7
9370,11825164240.00,F
9371,11825175080.00,B
9372,11825185960.00,3
9373,11825196800.00,A
9374,11825207640.00,0
9375,11825218480.00,0
9376,11825229320.00,F
9377,11825240200.00,7
9378,11825251040.00,2
9379,11825261880.00,8
9380,11825272720.00,1
9381,11825283560.00,8
9382,11825294440.00,0
9383,11825305280.00,A
9384,11825316120.00,B
9385,11825326960.00,5
9386,11825337800.00,8
9387,11825348680.00,5
9388,11825359520.00,F
9389,11825370360.00,7
9390,11825381200.00,7
9391,11825392040.00,6
9392,11825402920.00,1
9393,11825413760.00,3
9394,11825424600.00,4
9395,11825435440.00,B
9396,11825446280.00,8
9397,11825457160.00,C
9398,11825468000.00,3
9399,11825478840.00,4
9400,11825489680.00,B
9401,11825500520.00,8
9402,11825511400.00,9
9403,11825522240.00,D
9404,11825533080.00,C
9405,11825543920.00,D
9406,11825554760.00,E
9407,11825565640.00,1
9408,11825576480.00,B
9409,11825587320.00,4
9410,11825598160.00,F
9411,11825609000.00,F
9412,11825619880.00,1
9413,11825630720.00,0
9414,11825641560.00,1
9415,11825652400.00,8
9416,11825663240.00,8
9417,11825674120.00,B
9418,11825684960.00,6
9419,11825695800.00,9
9420,11825706640.00,F
9421,11825717480.00,F
9422,11825728360.00,0
9423,11825739200.00,F
9424,11825750040.00,3
9425,11825760880.00,6
9426,11825771720.00,1
9427,11825782600.00,7
9428,11825793440.00,A
9429,11825804280.00,0
9430,11825815120.00,B
9431,11825825960.00,A
9432,11825836840.00,4
9433,11825847680.00,0
9434,11825858520.00,6
9435,11825869360.00,8
9436,11825880200.00,5
9437,11825891080.00,8
9438,11825901920.00,C
9439,11825912760.00,F
9440,11825923600.00,C
9441,11825934440.00,0
9442,11825945320.00,F
9443,11825956160.00,4
9444,11825967000.00,7
9445,11825977840.00,3
9446,11825988680.00,5
9447,11825999560.00,8
9448,11826010400.00,A
9449,11826021240.00,D
9450,11826032080.00,5
9451,11826042920.00,8
9452,11826053800.00,F
9453,11826064640.00,9
9454,11826075480.00,9
9455,11826086320.00,B
9456,11826097160.00,5
9457,11826108040.00,D
9458,11826118880.00,3
9459,11826129720.00,4
9460,11826140560.00,8
9461,11826151400.00,A
9462,11826162280.00,3
9463,11826173120.00,C
9464,11826183960.00,9
9465,11826194800.00,E
9466,11826205640.00,F
9467,11826216520.00,F
9468,11826227360.00,E
9469,11826238200.00,E
9470,11826249040.00,4
9471,11826259880.00,2
9472,11826270760.00,8
9473,11826281600.00,F
9474,11826292440.00,4
9475,11826303280.00,5
9476,11826314120.00,4
9477,11826325000.00,F
9478,11826335840.00,F
9479,11826346680.00,F
9480,11826357520.00,1
9481,11826368360.00,D
9482,11826379240.00,D
9483,11826390080.00,A
9484,11826400920.00,B
9485,11826411760.00,F
9486,11826422600.00,6
9487,11826433480.00,8
9488,11826444320.00,5
9489,11826455160.00,4
9490,11826466000.00,7
9491,11826476840.00,5
9492,11826487720.00,4
9493,11826498560.00,A
9494,11826509400.00,A
9495,11826520240.00,3
9496,11826531080.00,C
9497,11826541960.00,1
9498,11826552800.00,5
9499,11826563640.00,1
9500,11826574480.00,5
9501,11826585320.00,F
9502,11826596200.00,0
9503,11826607040.00,7
9504,11826617880.00,8
9505,11826628720.00,1
9506,11826639560.00,6
9507,11826650440.00,5
9508,11826661280.00,F
9509,11826672120.00,C
9510,11826682960.00,E
9511,11826693800.00,B
9512,11826704680.00,E
9513,11826715520.00,D
9514,11826726360.00,8
9515,11826737200.00,2
9516,11826748040.00,A
9517,11826758920.00,8
9518,11826769760.00,8
9519,11826780600.00,9
9520,11826791440.00,D
9521,11826802320.00,[0D]
9522,11826813160.00,[0A]
9523,11872755600.00,[0D]
9524,11872766440.00,[0A]
9525,11872777280.00,+
9526,11872788120.00,M
9527,11872798960.00,I
9528,11872809840.00,P
9529,11872820680.00,U
9530,11872831520.00,R
9531,11872842360.00,C
9532,11872853200.00,:
9533,11872864080.00,[20]
9534,11872874920.00,"
9535,11872885760.00,r
9536,11872896600.00,t
9537,11872907480.00,c
9538,11872918320.00,p
9539,11872929160.00,"
9540,11872940000.00,,
9541,11872950840.00,0
9542,11872961720.00,,
9543,11872972560.00,2
9544,11872983400.00,0
9545,11872994240.00,1
9546,11873005080.00,,
9547,11873015920.00,8
9548,11873026800.00,2
9549,11873037640.00,7
9550,11873048480.00,E
9551,11873059320.00,0
9552,11873070160.00,0
9553,11873081040.00,C
9554,11873091880.00,5
9555,11873102720.00,0
9556,11873113560.00,0
9557,11873124440.00,0
9558,11873135280.00,0
9559,11873146120.00,0
9560,11873156960.00,0
9561,11873167800.00,C
9562,11873178680.00,1
9563,11873189520.00,6
9564,11873200360.00,B
9565,11873211200.00,8
9566,11873222040.00,3
9567,11873232880.00,3
9568,11873243760.00,6
9569,11873254600.00,3
9570,11873265440.00,8
9571,11873276280.00,B
9572,11873287120.00,5
9573,11873298000.00,E
9574,11873308840.00,D
9575,11873319680.00,A
9576,11873330520.00,F
9577,11873341400.00,8
9578,11873352240.00,C
9579,11873363080.00,D
9580,11873373920.00,B
9581,11873384760.00,4
9582,11873395640.00,4
9583,11873406480.00,7
9584,11873417320.00,A
9585,11873428160.00,5
9586,11873439000.00,5
9587,11873449880.00,E
9588,11873460720.00,7
9589,11873471560.00,B
9590,11873482400.00,0
9591,11873493240.00,6
9592,11873504080.00,5
9593,11873514960.00,A
9594,11873525800.00,F
9595,11873536640.00,B
9596,11873547480.00,F
9597,11873558360.00,B
9598,11873569200.00,6
9599,11873580040.00,9
9600,11873590880.00,2
9601,11873601720.00,F
9602,11873612600.00,C
9603,11873623440.00,A
9604,11873634280.00,5
9605,11873645120.00,F
9606,11873655960.00,0
9607,11873666840.00,9
9608,11873677680.00,1
9609,11873688520.00,6
9610,11873699360.00,3
9611,11873710200.00,C
9612,11873721040.00,6
9613,11873731920.00,D
9614,11873742760.00,0
9615,11873753600.00,A
9616,11873764440.00,8
9617,11873775320.00,9
9618,11873786160.00,D
9619,11873797000.00,9
9620,11873807840.00,3
9621,11873818680.00,2
9622,11873829560.00,C
9623,11873840400.00,5
9624,11873851240.00,1
9625,11873862080.00,9
9626,11873872920.00,A
9627,11873883800.00,E
9628,11873894640.00,5
9629,11873905480.00,D
9630,11873916320.00,C
9631,11873927160.00,3
9632,11873938000.00,5
9633,11873948880.00,A
9634,11873959720.00,7
9635,11873970560.00,B
9636,11873981400.00,D
9637,11873992280.00,E
9638,11874003120.00,7
9639,11874013960.00,4
9640,11874024800.00,A
9641,11874035640.00,C
9642,11874046520.00,3
9643,11874057360.00,E
9644,11874068200.00,0
9645,11874079040.00,F
9646,11874089880.00,C
9647,11874100760.00,0
9648,11874111600.00,A
9649,11874122440.00,B
9650,11874133280.00,D
9651,11874144120.00,5
9652,11874154960.00,F
9653,11874165840.00,E
9654,11874176680.00,C
9655,11874187520.00,1
9656,11874198360.00,3
9657,11874209240.00,7
9658,11874220080.00,2
9659,11874230920.00,E
9660,11874241760.00,E
9661,11874252600.00,4
9662,11874263480.00,F
9663,11874274320.00,D
9664,11874285160.00,6
9665,11874296000.00,9
9666,11874306840.00,9
9667,11874317720.00,0
9668,11874328560.00,E
9669,11874339400.00,C
9670,11874350240.00,C
9671,11874361080.00,3
9672,11874371920.00,4
9673,11874382800.00,A
9674,11874393640.00,0
9675,11874404480.00,2
9676,11874415320.00,6
9677,11874426200.00,1
9678,11874437040.00,D
9679,11874447880.00,B
9680,11874458720.00,5
9681,11874469560.00,D
9682,11874480440.00,7
9683,11874491280.00,1
9684,11874502120.00,5
9685,11874512960.00,1
9686,11874523800.00,0
9687,11874534680.00,2
9688,11874545520.00,4
9689,11874556360.00,1
9690,11874567200.00,B
9691,11874578040.00,D
9692,11874588920.00,4
9693,11874599760.00,3
9694,11874610600.00,0
9695,11874621440.00,C
9696,11874632280.00,B
9697,11874643160.00,E
9698,11874654000.00,2
9699,11874664840.00,2
9700,11874675680.00,8
9701,11874686520.00,9
9702,11874697400.00,0
9703,11874708240.00,6
9704,11874719080.00,C
9705,11874729920.00,B
9706,11874740760.00,B
9707,11874751640.00,A
9708,11874762480.00,F
9709,11874773320.00,F
9710,11874784160.00,7
9711,11874795000.00,9
9712,11874805880.00,B
9713,11874816720.00,2
9714,11874827560.00,5
9715,11874838400.00,7
9716,11874849240.00,D
9717,11874860120.00,4
9718,11874870960.00,F
9719,11874881800.00,3
9720,11874892640.00,1
9721,11874903480.00,3
9722,11874914360.00,8
9723,11874925200.00,0
9724,11874936040.00,8
9725,11874946880.00,1
9726,11874957720.00,6
9727,11874968600.00,0
9728,11874979440.00,1
9729,11874990280.00,A
9730,11875001120.00,1
9731,11875011960.00,D
9732,11875022840.00,0
9733,11875033680.00,A
9734,11875044520.00,4
9735,11875055360.00,9
9736,11875066200.00,4
9737,11875077080.00,2
9738,11875087920.00,3
9739,11875098760.00,9
9740,11875109600.00,8
9741,11875120440.00,5
9742,11875131320.00,F
9743,11875142160.00,9
9744,11875153000.00,6
9745,11875163840.00,7
9746,11875174680.00,5
9747,11875185560.00,3
9748,11875196400.00,7
9749,11875207240.00,7
9750,11875218080.00,1
9751,11875228920.00,5
9752,11875239800.00,F
9753,11875250640.00,2
9754,11875261480.00,D
9755,11875272320.00,8
9756,11875283160.00,D
9757,11875294040.00,5
9758,11875304880.00,2
9759,11875315720.00,D
9760,11875326560.00,C
9761,11875337400.00,C
9762,11875348280.00,B
9763,11875359120.00,F
9764,11875369960.00,E
9765,11875380800.00,4
9766,11875391640.00,6
9767,11875402520.00,C
9768,11875413360.00,5
9769,11875424200.00,7
9770,11875435040.00,7
9771,11875445880.00,9
9772,11875456760.00,5
9773,11875467600.00,0
9774,11875478440.00,7
9775,11875489280.00,C
9776,11875500120.00,8
9777,11875511000.00,2
9778,11875521840.00,A
9779,11875532680.00,5
9780,11875543520.00,D
9781,11875554360.00,D
9782,11875565240.00,2
9783,11875576080.00,4
9784,11875586920.00,F
9785,11875597760.00,7
9786,11875608600.00,9
9787,11875619480.00,B
9788,11875630320.00,5
9789,11875641160.00,6
9790,11875652000.00,6
9791,11875662840.00,B
9792,11875673720.00,5
9793,11875684560.00,0
9794,11875695400.00,2
9795,11875706240.00,5
9796,11875717080.00,8
9797,11875727960.00,1
9798,11875738800.00,9
9799,11875749640.00,B
9800,11875760480.00,C
9801,11875771320.00,5
9802,11875782200.00,3
9803,11875793040.00,0
9804,11875803880.00,8
9805,11875814720.00,5
9806,11875825560.00,E
9807,11875836440.00,1
9808,11875847280.00,B
9809,11875858120.00,9
9810,11875868960.00,3
9811,11875879800.00,E
9812,11875890680.00,C
9813,11875901520.00,A
9814,11875912360.00,B
9815,11875923200.00,6
9816,11875934040.00,0
9817,11875944920.00,8
9818,11875955760.00,5
9819,11875966600.00,4
9820,11875977440.00,3
9821,11875988280.00,3
9822,11875999160.00,5
9823,11876010000.00,0
9824,11876020840.00,E
9825,11876031680.00,4
9826,11876042520.00,6
9827,11876053400.00,9
9828,11876064240.00,D
9829,11876075080.00,C
9830,11876085920.00,1
9831,11876096760.00,5
9832,11876107640.00,3
9833,11876118480.00,7
9834,11876129320.00,A
9835,11876140160.00,2
9836,11876151000.00,2
9837,11876161880.00,E
9838,11876172720.00,D
9839,11876183560.00,2
9840,11876194400.00,A
9841,11876205280.00,7
9842,11876216120.00,F
9843,11876226960.00,0
9844,11876237800.00,B
9845,11876248640.00,2
9846,11876259480.00,8
9847,11876270360.00,F
9848,11876281200.00,5
9849,11876292040.00,1
9850,11876302880.00,3
9851,11876313720.00,7
9852,11876324600.00,0
9853,11876335440.00,2
9854,11876346280.00,0
9855,11876357120.00,C
9856,11876367960.00,E
9857,11876378840.00,F
9858,11876389680.00,2
9859,11876400520.00,7
9860,11876411360.00,6
9861,11876422240.00,7
9862,11876433080.00,E
9863,11876443920.00,3
9864,11876454760.00,9
9865,11876465600.00,0
9866,11876476440.00,3
9867,11876487320.00,8
9868,11876498160.00,1
9869,11876509000.00,C
9870,11876519840.00,6
9871,11876530680.00,1
9872,11876541560.00,6
9873,11876552400.00,0
9874,11876563240.00,C
9875,11876574080.00,9
9876,11876584920.00,D
9877,11876595800.00,D
9878,11876606640.00,5
9879,11876617480.00,0
9880,11876628320.00,3
9881,11876639200.00,4
9882,11876650040.00,6
9883,11876660880.00,E
9884,11876671720.00,3
9885,11876682560.00,6
9886,11876693400.00,A
9887,11876704280.00,3
9888,11876715120.00,E
9889,11876725960.00,8
9890,11876736800.00,6
9891,11876747640.00,B
9892,11876758520.00,A
9893,11876769360.00,C
9894,11876780200.00,1
9895,11876791040.00,A
9896,11876801880.00,F
9897,11876812760.00,B
9898,11876823600.00,A
9899,11876834440.00,2
9900,11876845280.00,D
9901,11876856160.00,9
9902,11876867000.00,0
9903,11876877840.00,3
9904,11876888680.00,4
9905,11876899520.00,F
9906,11876910360.00,1
9907,11876921240.00,E
9908,11876932080.00,5
9909,11876942920.00,E
9910,11876953760.00,0
9911,11876964600.00,E
9912,11876975480.00,A
9913,11876986320.00,D
9914,11876997160.00,3
9915,11877008000.00,B
9916,11877018840.00,A
9917,11877029720.00,D
9918,11877040560.00,4
9919,11877051400.00,C
9920,11877062240.00,3
9921,11877073120.00,A
9922,11877083960.00,E
9923,11877094800.00,6
9924,11877105640.00,4
9925,11877116480.00,B
9926,11877127320.00,7
9927,11877138200.00,8
9928,11877149040.00,E
9929,11877159880.00,A
9930,11877170720.00,4
9931,11877181560.00,3
9932,11877192440.00,6
9933,11877203280.00,2
9934,11877214120.00,2
9935,11877224960.00,2
9936,11877235800.00,D
9937,11877246680.00,2
9938,11877257520.00,F
9939,11877268360.00,2
9940,11877279200.00,3
9941,11877290080.00,1
9942,11877300920.00,C
9943,11877311760.00,E
9944,11877322600.00,4
9945,11877333440.00,8
9946,11877344280.00,C
9947,11877355160.00,D
9948,11877366000.00,0
9949,11877376840.00,[0D]
9950,11877387680.00,[0A]
9951,11938749520.00,[0D]
9952,11938760360.00,[0A]
9953,11938771200.00,+
9954,11938782040.00,M
9955,11938792920.00,I
9956,11938803760.00,P
9957,11938814600.00,U
9958,11938825440.00,R
9959,11938836280.00,C
9960,11938847120.00,:
9961,11938858000.00,[20]
9962,11938868840.00,"
9963,11938879680.00,r
9964,11938890520.00,t
9965,11938901400.00,c
9966,11938912240.00,p
9967,11938923080.00,"
9968,11938933920.00,,
9969,11938944760.00,0
9970,11938955640.00,,
9971,11938966480.00,2
9972,11938977320.00,3
9973,11938988160.00,0
9974,11938999000.00,,
9975,11939009880.00,8
9976,11939020720.00,2
9977,11939031560.00,7
9978,11939042400.00,E
9979,11939053240.00,0
9980,11939064080.00,0
9981,11939074960.00,E
9982,11939085800.00,2
9983,11939096640.00,0
9984,11939107480.00,0
9985,11939118360.00,0
9986,11939129200.00,0
9987,11939140040.00,0
9988,11939150880.00,0
9989,11939161720.00,D
9990,11939172600.00,E
9991,11939183440.00,6
9992,11939194280.00,B
9993,11939205120.00,8
9994,11939215960.00,3
9995,11939226840.00,4
9996,11939237680.00,B
9997,11939248520.00,4
9998,11939259360.00,C
9999,11939270200.00,B
10000,11939281080.00,2
10001,11939291920.00,1
10002,11939302760.00,5
10003,11939313600.00,C
10004,11939324440.00,8
10005,11939335320.00,E
10006,11939346160.00,E
10007,11939357000.00,3
10008,11939367840.00,2
10009,11939378680.00,0
10010,11939389560.00,2
10011,11939400400.00,A
10012,11939411240.00,4
10013,11939422080.00,8
10014,11939432920.00,0
10015,11939443800.00,B
10016,11939454640.00,8
10017,11939465480.00,9
10018,11939476320.00,6
10019,11939487160.00,B
10020,11939498000.00,0
10021,11939508880.00,0
10022,11939519720.00,0
10023,11939530560.00,0
10024,11939541400.00,2
10025,11939552280.00,5
10026,11939563120.00,7
10027,11939573960.00,F
10028,11939584800.00,0
10029,11939595640.00,7
10030,11939606520.00,D
10031,11939617360.00,1
10032,11939628200.00,2
10033,11939639040.00,6
10034,11939649880.00,F
10035,11939660760.00,9
10036,11939671600.00,D
10037,11939682440.00,C
10038,11939693280.00,1
10039,11939704120.00,8
10040,11939714960.00,8
10041,11939725840.00,8
10042,11939736680.00,7
10043,11939747520.00,6
10044,11939758360.00,2
10045,11939769240.00,A
10046,11939780080.00,8
10047,11939790920.00,0
10048,11939801760.00,5
10049,11939812600.00,F
10050,11939823480.00,3
10051,11939834320.00,3
10052,11939845160.00,E
10053,11939856000.00,D
10054,11939866840.00,0
10055,11939877720.00,3
10056,11939888560.00,C
10057,11939899400.00,F
10058,11939910240.00,2
10059,11939921080.00,5
10060,11939931960.00,7
10061,11939942800.00,5
10062,11939953640.00,A
10063,11939964480.00,1
10064,11939975320.00,5
10065,11939986200.00,3
10066,11939997040.00,7
10067,11940007880.00,E
10068,11940018720.00,B
10069,11940029560.00,C
10070,11940040440.00,E
10071,11940051280.00,C
10072,11940062120.00,D
10073,11940072960.00,F
10074,11940083800.00,8
10075,11940094680.00,F
10076,11940105520.00,D
10077,11940116360.00,F
10078,11940127200.00,5
10079,11940138040.00,E
10080,11940148920.00,F
10081,11940159760.00,F
10082,11940170600.00,5
10083,11940181440.00,E
10084,11940192280.00,B
10085,11940203160.00,D
10086,11940214000.00,C
10087,11940224840.00,D
10088,11940235680.00,A
10089,11940246520.00,F
10090,11940257400.00,9
10091,11940268240.00,9
10092,11940279080.00,5
10093,11940289920.00,3
10094,11940300760.00,4
10095,11940311640.00,A
10096,11940322480.00,3
10097,11940333320.00,6
10098,11940344160.00,9
10099,11940355000.00,0
10100,11940365880.00,F
10101,11940376720.00,5
10102,11940387560.00,E
10103,11940398400.00,C
10104,11940409240.00,3
10105,11940420120.00,5
10106,11940430960.00,D
10107,11940441800.00,7
10108,11940452640.00,5
10109,11940463480.00,B
10110,11940474360.00,B
10111,11940485200.00,4
10112,11940496040.00,A
10113,11940506880.00,E
10114,11940517720.00,0
10115,11940528600.00,9
10116,11940539440.00,0
10117,11940550280.00,C
10118,11940561120.00,1
10119,11940571960.00,4
10120,11940582840.00,D
10121,11940593680.00,4
10122,11940604520.00,C
10123,11940615360.00,1
10124,11940626200.00,2
10125,11940637080.00,3
10126,11940647920.00,0
10127,11940658760.00,9
10128,11940669600.00,B
10129,11940680440.00,7
10130,11940691320.00,C
10131,11940702160.00,6
10132,11940713000.00,8
10133,11940723840.00,C
10134,11940734680.00,F
10135,11940745560.00,2
10136,11940756400.00,8
10137,11940767240.00,8
10138,11940778080.00,5
10139,11940788920.00,9
10140,11940799800.00,9
10141,11940810640.00,8
10142,11940821480.00,F
10143,11940832320.00,1
10144,11940843160.00,9
10145,11940854040.00,F
10146,11940864880.00,E
10147,11940875720.00,7
10148,11940886560.00,C
10149,11940897400.00,B
10150,11940908280.00,1
10151,11940919120.00,5
10152,11940929960.00,D
10153,11940940800.00,0
10154,11940951640.00,C
10155,11940962520.00,1
10156,11940973360.00,E
10157,11940984200.00,2
10158,11940995040.00,9
10159,11941005880.00,4
10160,11941016760.00,4
10161,11941027600.00,4
10162,11941038440.00,5
10163,11941049280.00,E
10164,11941060120.00,B
10165,11941071000.00,8
10166,11941081840.00,A
10167,11941092680.00,A
10168,11941103520.00,8
10169,11941114360.00,D
10170,11941125240.00,3
10171,11941136080.00,E
10172,11941146920.00,F
10173,11941157760.00,0
10174,11941168600.00,4
10175,11941179480.00,C
10176,11941190320.00,4
10177,11941201160.00,2
10178,11941212000.00,8
10179,11941222840.00,6
10180,11941233720.00,D
10181,11941244560.00,4
10182,11941255400.00,6
10183,11941266240.00,A
10184,11941277080.00,3
10185,11941287960.00,D
10186,11941298800.00,3
10187,11941309640.00,C
10188,11941320480.00,5
10189,11941331320.00,5
10190,11941342200.00,6
10191,11941353040.00,4
10192,11941363880.00,2
10193,11941374720.00,0
10194,11941385560.00,B
10195,11941396440.00,0
10196,11941407280.00,8
10197,11941418120.00,0
10198,11941428960.00,E
10199,11941439800.00,5
10200,11941450680.00,F
10201,11941461520.00,0
10202,11941472360.00,C
10203,11941483200.00,6
10204,11941494040.00,9
10205,11941504920.00,E
10206,11941515760.00,0
10207,11941526600.00,D
10208,11941537440.00,0
10209,11941548280.00,0
10210,11941559160.00,C
10211,11941570000.00,1
10212,11941580840.00,5
10213,11941591680.00,B
10214,11941602520.00,2
10215,11941613400.00,E
10216,11941624240.00,9
10217,11941635080.00,E
10218,11941645920.00,5
10219,11941656760.00,B
10220,11941667640.00,D
10221,11941678480.00,0
10222,11941689320.00,7
10223,11941700160.00,6
10224,11941711000.00,F
10225,11941721880.00,F
10226,11941732720.00,2
10227,11941743560.00,2
10228,11941754400.00,D
10229,11941765280.00,8
10230,11941776120.00,A
10231,11941786960.00,2
10232,11941797800.00,3
10233,11941808640.00,5
10234,11941819480.00,D
10235,11941830360.00,4
10236,11941841200.00,4
10237,11941852040.00,2
10238,11941862880.00,F
10239,11941873720.00,B
10240,11941884600.00,5
10241,11941895440.00,1
10242,11941906280.00,4
10243,11941917120.00,C
10244,11941927960.00,7
10245,11941938840.00,B
10246,11941949680.00,E
10247,11941960520.00,6
10248,11941971360.00,5
10249,11941982240.00,7
10250,11941993080.00,D
10251,11942003920.00,C
10252,11942014760.00,F
10253,11942025600.00,6
10254,11942036440.00,7
10255,11942047320.00,A
10256,11942058160.00,C
10257,11942069000.00,1
10258,11942079840.00,F
10259,11942090680.00,9
10260,11942101560.00,4
10261,11942112400.00,7
10262,11942123240.00,0
10263,11942134080.00,C
10264,11942144920.00,6
10265,11942155800.00,9
10266,11942166640.00,B
10267,11942177480.00,C
10268,11942188320.00,2
10269,11942199200.00,1
10270,11942210040.00,3
10271,11942220880.00,7
10272,11942231720.00,0
10273,11942242560.00,6
10274,11942253400.00,9
10275,11942264280.00,F
10276,11942275120.00,B
10277,11942285960.00,A
10278,11942296800.00,2
10279,11942307640.00,3
10280,11942318520.00,0
10281,11942329360.00,6
10282,11942340200.00,D
10283,11942351040.00,7
10284,11942361880.00,D
10285,11942372760.00,4
10286,11942383600.00,4
10287,11942394440.00,3
10288,11942405280.00,9
10289,11942416160.00,E
10290,11942427000.00,B
10291,11942437840.00,C
10292,11942448680.00,E
10293,11942459520.00,7
10294,11942470360.00,A
10295,11942481240.00,6
10296,11942492080.00,1
10297,11942502920.00,9
10298,11942513760.00,1
10299,11942524600.00,C
10300,11942535480.00,8
10301,11942546320.00,A
10302,11942557160.00,1
10303,11942568000.00,F
10304,11942578840.00,7
10305,11942589720.00,C
10306,11942600560.00,1
10307,11942611400.00,E
10308,11942622240.00,7
10309,11942633120.00,D
10310,11942643960.00,1
10311,11942654800.00,A
